,Client_Name,Client_Description,Revenue,Expenses,Total_Assets,Total_Liabilities,Operating_Cash_Flow,Investments,Debt,Industry,Profit,Equity
9299,Tech Systems,Operations in manufacturing,2911692.3599999994,745247.0,308378.92,1845907.56,1259928.03,2524161.81,4249120.36,Finance,2166445.3599999994,-1537528.6400000001
9300,Pinnacle Logistics,Operations in healthcare,329255.14,2500852.41,2263320.19,3328032.57,817559.07,1127386.118,4257018.29,Finance,-2171597.27,-1064712.38
9301,Dynamic Group,Operations in technology,4759469.92,541534.9,3120548.35,809239.88,323916.72,868381.57,2137616.7,Finance,4217935.02,2311308.47
9302,Tech Solutions,Operations in manufacturing,197036.23,2835966.57,1489938.64,2318494.94,1149102.93,1585441.45,2675466.01,Technology,-2638930.34,-828556.3
9303,Pinnacle Holdings,Operations in finance,3336945.53,1884554.88,7215562.59,4545183.18,692916.22,740295.0,3047266.67,Finance,1452390.65,2670379.41
9304,Pinnacle International,Operations in finance,1822406.91,1260096.23,843213.47,932469.83,1176902.31,2709350.68,2217295.18,Retail,562310.6799999999,-89256.35999999999
9305,Global Group,Operations in retail,3634863.55,493349.1,7415370.32,2718301.14,321728.9,2136718.32,2262607.538,Finance,3141514.4499999997,4697069.18
9306,Pinnacle Solutions,Operations in technology,522423.39,738495.79,5823566.32,714208.05,262052.22,2878398.9,2387825.83,Healthcare,-216072.40000000002,5109358.2700000005
9307,Future Holdings,Operations in healthcare,4579590.72,2330239.62,9151640.23,4740234.76,1099194.11,2346374.94,434748.14,Healthcare,2249351.0999999996,4411405.470000001
9308,Alpha Motors,Operations in healthcare,3217838.21,1896392.71,4872451.43,844411.28,615549.18,569870.24,4875718.26,Technology,1321445.5,4028040.1499999994
9309,Innovative Group,Operations in finance,2274366.67,1454367.54,3946757.5840000003,2594549.77,17473.98,412406.8,1560375.08,Finance,819999.1299999999,1352207.8140000002
9310,Tech International,Operations in retail,4273199.62,2261272.01,8552591.84,4601143.78,339530.44,1491323.89,2927968.72,Manufacturing,2011927.6100000003,3951448.0599999996
9311,Innovative International,Operations in manufacturing,856902.78,319114.6,2403908.32,2909200.33,1116416.11,1833151.59,2691215.04,Manufacturing,537788.18,-505292.01000000024
9312,Tech Logistics,Operations in technology,665437.77,2819996.12,758755.14,2638057.26,172937.21,2392601.68,3154340.2,Manufacturing,-2154558.35,-1879302.1199999996
9313,Innovative Systems,Operations in healthcare,3202330.02,925653.85,6172567.06,4361490.94,1026139.55,2008366.79,2523353.51,Technology,2276676.17,1811076.1199999992
9314,Green Group,Operations in retail,161565.01,2867302.32,6750934.27,1679419.26,208077.77,1721913.82,990187.66,Finance,-2705737.3099999996,5071515.01
9315,Global Motors,Operations in technology,4476961.72,1558473.62,8178599.3,56816.33,1037908.62,1794461.09,3997085.26,Healthcare,2918488.0999999996,8121782.97
9316,Innovative Technologies,Operations in manufacturing,1475789.822,1976046.802,1711750.62,4095031.02,679181.02,1654949.31,2936100.51,Technology,-500256.98,-2383280.4
9317,Future Solutions,Operations in manufacturing,903700.97,2444789.9140000003,3388552.07,4046552.7,805895.3,379594.48,161067.08,Manufacturing,-1541088.9440000004,-658000.6300000004
9318,Alpha Group,Operations in healthcare,727336.15,1928511.77,476411.09,63926.1,115653.53,972934.33,2104185.75,Finance,-1201175.62,412484.99000000005
9319,Global Logistics,Operations in manufacturing,3911135.37,2318240.26,5186886.11,1604833.44,737276.3,480269.45,4045823.84,Finance,1592895.1100000003,3582052.6700000004
9320,Alpha Group,Operations in retail,3460207.63,2491740.15,7809330.0,4933366.79,1024551.22,588997.51,3225454.04,Retail,968467.48,2875963.21
9321,Green Logistics,Operations in healthcare,1361165.77,1308506.07,7759996.14,4599996.69,1958902.15,2134282.13,2697851.99,Finance,52659.69999999995,3159999.4499999993
9322,Global Solutions,Operations in manufacturing,3968692.3,1346177.72,6457813.59,3189540.52,1291037.96,115750.74,3225091.29,Manufacturing,2622514.58,3268273.07
9323,Dynamic Holdings,Operations in healthcare,1252398.69,966668.07,3439401.48,568050.81,1555137.01,1857139.8620000002,3173740.57,Finance,285730.62,2871350.67
9324,Innovative Logistics,Operations in technology,4335139.4,2334485.61,7201843.71,1769451.07,1805961.55,502281.25,2464248.04,Finance,2000653.7900000005,5432392.64
9325,Green Motors,Operations in retail,2275967.4020000002,376280.62,4388857.9,1757747.97,505725.41,425884.86,4995816.14,Finance,1899686.7820000001,2631109.9300000006
9326,Quantum Motors,Operations in retail,284981.5,2046199.95,4909597.09,3106266.43,1844809.5,709495.24,3511795.21,Technology,-1761218.45,1803330.6599999997
9327,Dynamic Group,Operations in finance,1463396.55,244804.84,5379454.91,1790406.518,766168.62,1347239.85,4284870.18,Technology,1218591.71,3589048.392
9328,Zenith Group,Operations in finance,2633352.89,1834835.45,9366140.53,3522001.1,1409025.26,2990034.44,2496169.16,Manufacturing,798517.4400000002,5844139.43
9329,Global Enterprises,Operations in retail,681498.5,2023946.32,1673721.04,994110.29,1220025.98,2723792.77,647067.13,Retail,-1342447.82,679610.75
9330,Future Holdings,Operations in finance,1096877.55,1373026.8080000002,1864549.98,972941.06,1597197.06,390829.13,3930376.91,Finance,-276149.25800000015,891608.9199999999
9331,Zenith Group,Operations in manufacturing,2035357.042,2343754.76,8295609.28,444369.39,160517.5,681665.81,2603972.54,Finance,-308397.7179999999,7851239.890000001
9332,Quantum Group,Operations in healthcare,547908.06,1726762.3120000002,114493.63,3503482.05,1238902.67,1927556.63,1654993.83,Healthcare,-1178854.252,-3388988.42
9333,Dynamic Motors,Operations in technology,2369461.802,2621663.84,3934662.05,4276259.54,530192.36,421968.95,659920.2,Finance,-252202.0379999997,-341597.4900000002
9334,Future Enterprises,Operations in finance,2910418.3519999995,1221590.94,1202995.81,4839900.34,502897.92,1943642.82,3117969.5220000003,Retail,1688827.4119999995,-3636904.53
9335,Alpha Technologies,Operations in finance,3107199.208,2595446.15,1859096.9,4290040.39,758980.5,1806510.87,3910713.87,Finance,511753.0580000002,-2430943.4899999998
9336,Zenith Solutions,Operations in finance,2263180.44,980343.15,9179051.53,2968827.55,1251106.774,596887.13,3468515.23,Retail,1282837.29,6210223.9799999995
9337,Dynamic Logistics,Operations in technology,4772548.72,1196236.616,3378794.55,1920912.49,1623028.14,551017.55,2946107.99,Manufacturing,3576312.104,1457882.0599999998
9338,Global Holdings,Operations in finance,3653968.25,612460.9,8387565.92,2377953.49,1757591.77,34501.29,137197.55,Retail,3041507.35,6009612.43
9339,Innovative Corp,Operations in technology,3179230.65,749459.83,5559719.74,4184918.81,241444.64,1131104.42,3957335.8800000004,Healthcare,2429770.82,1374800.9300000002
9340,Alpha International,Operations in healthcare,4622081.32,1578039.61,5893275.9,3656086.114,775917.1,860995.54,2161555.88,Healthcare,3044041.71,2237189.7860000003
9341,Dynamic Motors,Operations in healthcare,2258679.76,2321016.88,7059668.94,3284492.06,572959.92,2745186.27,1929587.89,Technology,-62337.12000000011,3775176.8800000004
9342,Zenith Solutions,Operations in technology,648673.37,1917633.14,5972295.89,3421092.55,322607.05,2561644.97,3054240.234,Finance,-1268959.77,2551203.34
9343,Innovative Systems,Operations in retail,643693.83,944650.6560000001,651522.88,570493.88,1447479.55,1634291.75,3102342.61,Retail,-300956.8260000001,81029.0
9344,Alpha Holdings,Operations in healthcare,1314785.05,1090434.776,4198325.24,279430.24,1658093.64,828358.62,464164.09,Manufacturing,224350.27399999998,3918895.0
9345,Quantum Logistics,Operations in technology,4119095.69,82933.07,259745.38,2551336.95,590276.14,1647666.78,1212906.17,Manufacturing,4036162.62,-2291591.5700000003
9346,Global International,Operations in finance,4173702.04,1885995.29,5191241.96,1256642.46,1411158.96,236577.03,842757.71,Retail,2287706.75,3934599.5
9347,Pinnacle Holdings,Operations in manufacturing,3227701.63,845012.526,3043163.03,1421988.316,1076446.25,1337905.46,4959529.77,Technology,2382689.104,1621174.7139999997
9348,Zenith Technologies,Operations in healthcare,1414942.54,2410797.56,6162022.05,2457313.69,1238153.57,1174180.77,2030281.67,Retail,-995855.02,3704708.36
9349,Innovative Solutions,Operations in retail,2434495.57,1888121.66,4848799.39,466378.52,1693510.27,2330717.06,2145732.98,Finance,546373.9099999999,4382420.869999999
9350,Green Corp,Operations in manufacturing,4383030.03,1857862.76,2492958.64,2567530.174,1065790.6,2128239.75,2473662.93,Finance,2525167.2700000005,-74571.53399999999
9351,Zenith Corp,Operations in retail,1270578.6,202217.54,3912839.88,1715598.56,235653.89,1506965.22,1479444.1,Finance,1068361.06,2197241.32
9352,Dynamic Motors,Operations in finance,1084253.89,285353.65,8779094.46,2013882.98,181476.36,2783585.43,1100541.9,Manufacturing,798900.2399999999,6765211.48
9353,Pinnacle International,Operations in finance,1911220.11,1212967.56,1179007.86,1105184.7,462082.39,2958837.25,803855.98,Finance,698252.55,73823.16000000015
9354,Green Enterprises,Operations in technology,2064975.77,1723418.7820000001,8810518.04,4430723.04,1337903.32,300631.46,4205850.43,Retail,341556.9879999999,4379794.999999999
9355,Pinnacle Holdings,Operations in technology,1174141.05,767555.5,7667550.56,4872018.79,1030448.46,1584835.55,2328490.25,Finance,406585.55000000005,2795531.7699999996
9356,Pinnacle Systems,Operations in manufacturing,3483628.16,2993656.01,4926157.678,2050040.27,1223531.126,1913652.69,1098569.3,Healthcare,489972.1500000004,2876117.4080000003
9357,Global Group,Operations in technology,2014372.57,703520.87,8118391.76,2451740.63,1945972.73,2211682.56,2334379.62,Finance,1310851.7000000002,5666651.13
9358,Pinnacle Logistics,Operations in finance,2304540.7399999998,1049046.07,3849172.12,3051726.26,1103966.78,885925.1,1176989.76,Finance,1255494.6699999997,797445.8600000003
9359,Innovative Holdings,Operations in technology,2559713.95,1564141.5240000002,2486711.068,1564747.43,1665755.2,32848.98,4660972.36,Finance,995572.426,921963.638
9360,Tech Group,Operations in manufacturing,2247070.6900000004,1037694.2020000002,8124714.13,4104997.78,585705.8,1166853.31,1366538.14,Finance,1209376.4880000004,4019716.35
9361,Alpha International,Operations in retail,1578559.87,1573832.48,2547934.3,1026745.95,351938.14,597686.61,1041838.63,Manufacturing,4727.39000000013,1521188.3499999999
9362,Global Systems,Operations in finance,1521040.16,1786596.92,1176030.76,3027239.33,1961504.91,1770082.01,1632066.5,Finance,-265556.76,-1851208.57
9363,Quantum Technologies,Operations in technology,3672193.8,642700.99,5053077.22,1957532.25,526824.36,151074.54,2380282.82,Technology,3029492.8099999996,3095544.9699999997
9364,Global Technologies,Operations in finance,4179825.99,156306.4,4271335.988,3108607.38,478225.32,2166761.9159999997,212287.61,Retail,4023519.5900000003,1162728.608
9365,Global Enterprises,Operations in retail,4291325.11,705192.09,7410226.94,4104136.92,58897.81,385088.74,1688988.65,Retail,3586133.0200000005,3306090.0200000005
9366,Zenith Group,Operations in technology,1122055.19,31640.23,3302450.84,2025246.3239999998,1764838.37,1450934.136,4092855.93,Manufacturing,1090414.96,1277204.516
9367,Dynamic Motors,Operations in finance,1917369.78,864038.64,5902202.778,2882007.24,1585787.76,313392.11,4053266.5,Finance,1053331.1400000001,3020195.5379999997
9368,Future International,Operations in manufacturing,3330270.87,342262.1,291611.23,3522281.58,664888.55,407115.34,3600692.83,Technology,2988008.77,-3230670.35
9369,Pinnacle Group,Operations in manufacturing,683030.37,2914748.21,5210360.04,2832783.4,433624.58,1762575.59,2960992.31,Retail,-2231717.84,2377576.64
9370,Dynamic Logistics,Operations in retail,4054388.58,375039.23,1908659.03,2908730.01,176713.41,343393.26,3721073.97,Retail,3679349.35,-1000070.9799999997
9371,Quantum Solutions,Operations in technology,4935915.72,1712930.36,2514113.12,4501584.96,1423668.37,1929365.97,2424932.97,Healthcare,3222985.3599999994,-1987471.8399999999
9372,Dynamic Systems,Operations in technology,1677020.89,1090579.27,4346353.7,110677.69,56655.4,1496083.66,3196800.91,Finance,586441.6199999999,4235676.01
9373,Dynamic International,Operations in healthcare,752532.02,2314623.59,8511286.92,4087488.16,1527135.73,1345874.56,2407250.57,Retail,-1562091.5699999998,4423798.76
9374,Global Enterprises,Operations in finance,2243093.07,1836086.64,9503146.51,1637717.21,1026442.4480000001,2694304.45,694427.54,Manufacturing,407006.42999999993,7865429.3
9375,Zenith Group,Operations in healthcare,3642652.39,1200089.18,8741517.2,539841.67,1300721.488,2609625.1,3749064.47,Retail,2442563.21,8201675.529999999
9376,Tech Motors,Operations in manufacturing,2624928.82,408187.58,3187739.16,1236549.284,258824.98,1693776.46,2789646.15,Finance,2216741.2399999998,1951189.8760000002
9377,Tech Systems,Operations in technology,968514.3,2000541.86,6478086.74,3540576.3,903726.31,2949921.96,2159643.75,Healthcare,-1032027.56,2937510.4400000004
9378,Global Group,Operations in manufacturing,4572856.23,2755023.86,2678432.5,1945068.85,14298.88,995442.54,473587.66,Technology,1817832.3700000006,733363.6499999999
9379,Zenith Logistics,Operations in finance,1889476.2,875822.26,4588701.53,3656790.72,1307995.34,871510.89,2308251.9239999996,Technology,1013653.94,931910.81
9380,Future Technologies,Operations in healthcare,4853052.32,715917.4,9139933.19,3982935.05,1023244.5219999999,2990848.26,3391447.27,Finance,4137134.9200000004,5156998.14
9381,Quantum Logistics,Operations in retail,3738254.35,2387440.13,2427126.07,2320062.74,288725.03,967947.508,370073.44,Finance,1350814.2200000002,107063.32999999961
9382,Pinnacle Holdings,Operations in technology,1438186.8,1830922.01,4226817.28,982708.59,925135.31,555833.24,3222306.84,Healthcare,-392735.20999999996,3244108.6900000004
9383,Future Technologies,Operations in healthcare,3763354.7,213153.29,7545238.84,4317316.33,532688.96,329613.21,3295291.27,Healthcare,3550201.41,3227922.51
9384,Tech Systems,Operations in manufacturing,2461165.526,2544960.55,3361039.96,3099338.68,234369.77,1535949.52,706240.17,Retail,-83795.02399999974,261701.2799999998
9385,Alpha Solutions,Operations in manufacturing,3228180.69,2538883.36,4884673.72,3110599.2199999997,995823.8,2369371.7,1895748.3920000002,Manufacturing,689297.3300000001,1774074.5
9386,Innovative Corp,Operations in retail,4018053.29,1660368.32,1455222.81,2540184.53,226368.01,1824127.6380000003,4899092.27,Retail,2357684.9699999997,-1084961.7199999997
9387,Future Motors,Operations in technology,2727498.35,2241503.68,9335284.66,1750960.01,973454.434,2722184.73,118354.44,Finance,485994.6699999999,7584324.65
9388,Alpha Corp,Operations in technology,3661826.66,2939514.01,5113691.05,3771934.59,413354.6,2693672.9,4064611.53,Finance,722312.6500000004,1341756.46
9389,Pinnacle Motors,Operations in manufacturing,3341981.34,2049655.88,4977808.51,481717.36,1712353.37,1453916.4,2655154.47,Technology,1292325.46,4496091.149999999
9390,Quantum Holdings,Operations in retail,219712.79,2894687.24,3104902.13,2164935.36,561488.47,2169252.14,1155827.0780000002,Manufacturing,-2674974.45,939966.77
9391,Future Holdings,Operations in manufacturing,2641872.96,152604.05,4000969.212,329238.23,90086.0,1879028.71,1521322.28,Manufacturing,2489268.91,3671730.982
9392,Green Solutions,Operations in finance,2536056.91,1869358.65,7488007.66,3867025.22,622858.68,2269059.69,1964955.19,Finance,666698.2600000002,3620982.44
9393,Global Motors,Operations in technology,1709951.24,835461.52,2329133.76,925343.94,1099404.46,946309.6,3207420.132,Manufacturing,874489.72,1403789.8199999998
9394,Global Technologies,Operations in retail,2973768.54,2404505.4,7761749.1,1722426.05,1105016.26,967726.44,1178423.82,Finance,569263.1400000001,6039323.05
9395,Alpha Solutions,Operations in technology,438603.31,1629194.69,7072657.16,1978138.09,212869.18,1114133.68,1274010.02,Finance,-1190591.38,5094519.07
9396,Green Logistics,Operations in manufacturing,634557.41,1301171.694,7480892.41,167676.78,1799293.7,352846.97,1957414.0780000002,Retail,-666614.2839999999,7313215.63
9397,Alpha Motors,Operations in healthcare,3257152.8,389546.27,6985233.86,2756658.94,151825.8,2178029.86,273790.78,Finance,2867606.53,4228574.92
9398,Alpha Corp,Operations in technology,1999129.08,1962353.59,3720157.27,1061447.59,1240945.98,1144614.89,951371.28,Healthcare,36775.48999999999,2658709.6799999997
9399,Future Systems,Operations in retail,556673.15,1102936.31,2268939.0,2442310.5819999995,1167822.44,553254.34,2633624.688,Finance,-546263.16,-173371.58199999947
9400,Zenith Enterprises,Operations in technology,1567943.63,2518810.28,1606724.03,3950175.88,1600256.44,1083362.46,3452728.56,Healthcare,-950866.6499999999,-2343451.8499999996
9401,Dynamic Corp,Operations in technology,2890541.26,1276844.14,4125098.07,1634446.26,859544.51,1049061.62,2854778.872,Technology,1613697.1199999999,2490651.8099999996
9402,Alpha Enterprises,Operations in manufacturing,2657883.28,1674403.53,2803401.92,3528511.78,1921730.95,658070.4639999999,2226483.92,Technology,983479.7499999998,-725109.8599999999
9403,Dynamic International,Operations in healthcare,3795409.96,692626.52,900451.66,1013442.76,1208709.6379999998,756451.44,511175.36,Retail,3102783.44,-112991.09999999998
9404,Quantum International,Operations in retail,64880.19,1770699.754,8097077.23,3984855.114,379599.64,1761386.12,3356484.67,Finance,-1705819.564,4112222.1160000004
9405,Global Logistics,Operations in finance,2934223.994,2335267.01,9946328.88,756001.11,757197.134,871592.29,2678155.6,Manufacturing,598956.9840000002,9190327.770000001
9406,Future Logistics,Operations in healthcare,2186117.0,1376565.66,2677663.43,2602695.72,103839.29,37866.1,2960554.5,Retail,809551.3400000001,74967.70999999996
9407,Alpha Enterprises,Operations in retail,3191153.76,1954835.72,2414849.49,872889.81,901531.23,716997.19,817055.03,Technology,1236318.0399999998,1541959.6800000002
9408,Green Corp,Operations in retail,3686609.22,2727320.62,6714429.91,2371650.56,1006514.9,2554248.01,4749514.86,Finance,959288.6000000001,4342779.35
9409,Future International,Operations in manufacturing,2593950.47,2330787.26,8641866.52,1471817.75,624899.64,99587.11,1504479.96,Manufacturing,263163.2100000004,7170048.77
9410,Green Group,Operations in manufacturing,4923750.99,1396444.63,7119090.06,3419333.14,1287025.81,864591.38,2082640.29,Manufacturing,3527306.3600000003,3699756.9199999995
9411,Global Technologies,Operations in technology,1335618.98,2954312.15,9466868.3,4723161.18,1224374.44,940514.612,330691.0,Manufacturing,-1618693.17,4743707.120000001
9412,Innovative Technologies,Operations in manufacturing,3987076.32,1757711.05,5206961.53,3733952.93,1897962.88,317768.9,2893924.054,Healthcare,2229365.2699999996,1473008.6
9413,Green Motors,Operations in retail,3592445.55,2383342.38,461128.9,2647033.27,1090058.56,1517008.34,2560098.15,Technology,1209103.17,-2185904.37
9414,Dynamic Systems,Operations in technology,2778539.0,440405.09,4483255.86,2899114.3039999995,1589681.3,633569.72,696689.48,Retail,2338133.91,1584141.5560000008
9415,Zenith Enterprises,Operations in technology,4023190.01,1680253.69,8828803.17,2924878.64,164562.05,2156293.13,1550847.05,Manufacturing,2342936.32,5903924.529999999
9416,Alpha Systems,Operations in retail,1235522.67,1437270.99,2665520.6440000003,4644164.11,1976689.53,1508155.1,1670273.64,Finance,-201748.32000000007,-1978643.466
9417,Zenith Logistics,Operations in manufacturing,432815.87,1067696.81,6388971.26,2457893.552,1388149.67,1671447.4100000001,1374191.01,Technology,-634880.9400000001,3931077.7079999996
9418,Dynamic Group,Operations in healthcare,1980138.71,1846836.54,2317056.77,1335746.27,1996215.82,440987.24,452557.06,Finance,133302.16999999993,981310.5
9419,Zenith Corp,Operations in healthcare,429959.81,2695318.18,6543532.27,776238.59,241503.47,2015933.37,1326918.94,Finance,-2265358.37,5767293.68
9420,Dynamic Motors,Operations in healthcare,2856671.12,636769.62,7765067.7,4009776.81,843960.18,1383842.36,2016800.2619999996,Healthcare,2219901.5,3755290.89
9421,Innovative Holdings,Operations in manufacturing,2269150.27,2316455.232,1079358.74,4149792.27,642632.14,76765.75,4783850.59,Finance,-47304.961999999825,-3070433.5300000003
9422,Future International,Operations in manufacturing,3625763.85,1056463.38,7277782.96,593569.53,1390114.57,1427428.52,3581665.77,Retail,2569300.47,6684213.43
9423,Alpha Technologies,Operations in manufacturing,3908672.64,1091430.04,5669344.46,1923306.632,1568544.23,1814660.6,146190.51,Finance,2817242.6,3746037.8279999997
9424,Alpha International,Operations in technology,238591.96,1760157.1,809487.27,1103541.26,1043429.55,2814859.7,3346373.77,Finance,-1521565.1400000001,-294053.99
9425,Zenith Corp,Operations in technology,3121183.81,1575164.2,5785952.95,179046.9,147858.91,1320919.33,4659697.85,Finance,1546019.61,5606906.05
9426,Dynamic Enterprises,Operations in technology,2999643.45,944707.77,2141374.91,3075479.95,749217.75,1764102.26,3098250.44,Manufacturing,2054935.6800000002,-934105.04
9427,Quantum International,Operations in technology,4546288.86,1935088.684,4037854.34,4676481.19,330482.33,1845532.38,3888687.38,Manufacturing,2611200.1760000004,-638626.8500000006
9428,Quantum International,Operations in technology,3093532.182,577544.754,4368115.66,2789487.65,595607.7320000001,1492204.96,2670794.79,Retail,2515987.4280000003,1578628.0100000002
9429,Zenith Logistics,Operations in retail,3520437.15,1756887.8580000002,6515977.88,3603493.664,1254281.54,269981.26,2806959.9,Technology,1763549.2919999997,2912484.216
9430,Future Technologies,Operations in manufacturing,1851497.58,1424352.0959999997,8000835.92,4579620.84,361671.97,1830244.75,765049.78,Retail,427145.4840000004,3421215.08
9431,Global Solutions,Operations in retail,1348992.54,2338097.88,5078817.44,84062.0,217891.27,1423613.76,1294972.29,Finance,-989105.3399999999,4994755.44
9432,Dynamic Holdings,Operations in retail,1793471.25,1039482.72,2572281.86,1533576.32,385323.8,2107542.272,1221626.32,Finance,753988.53,1038705.5399999998
9433,Dynamic Motors,Operations in retail,261692.08,268189.49,6229457.698,2347816.3,1976416.92,1920181.732,4860365.01,Technology,-6497.4100000000035,3881641.398
9434,Innovative Motors,Operations in finance,3036605.3,1531423.72,6393068.742,3419340.28,904855.51,2133683.586,799452.28,Retail,1505181.5799999998,2973728.462
9435,Alpha International,Operations in retail,2803975.24,479577.95,8117547.32,1809714.49,1106741.668,1429460.15,2146018.53,Retail,2324397.29,6307832.83
9436,Pinnacle Systems,Operations in manufacturing,284553.5,926304.72,3878072.34,849138.2,1592296.75,2745003.5,2245788.12,Retail,-641751.22,3028934.1399999997
9437,Future Holdings,Operations in finance,4442544.63,2953167.4,6046640.001999999,3517001.28,1314890.92,1409766.1,4982143.59,Retail,1489377.23,2529638.7219999996
9438,Green Motors,Operations in healthcare,4455645.72,313569.65,9478569.19,2368064.96,742364.31,1258210.53,129610.4,Technology,4142076.07,7110504.2299999995
9439,Zenith Corp,Operations in technology,4665358.62,2425415.26,792069.08,156039.85,1132524.81,32755.53,3326220.3,Finance,2239943.3600000003,636029.23
9440,Innovative Enterprises,Operations in healthcare,4327112.85,2099620.07,5688156.27,3669377.97,1798882.22,882515.14,192687.89,Manufacturing,2227492.78,2018778.2999999993
9441,Quantum Solutions,Operations in retail,707145.89,538338.7640000001,5645030.85,1285981.47,1388537.99,1826420.664,3661014.4,Retail,168807.12599999993,4359049.38
9442,Quantum Corp,Operations in manufacturing,343691.59,1097630.5979999998,5874614.16,1248935.84,1590607.09,2497252.17,2245665.96,Healthcare,-753939.0079999997,4625678.32
9443,Alpha Enterprises,Operations in technology,4451459.69,1578116.83,2083507.87,2157356.13,729732.16,2514675.83,1507379.76,Technology,2873342.8600000003,-73848.25999999978
9444,Zenith Corp,Operations in healthcare,1470472.6,1645263.22,629611.63,4426982.23,1286439.36,2101079.8299999996,1472615.79,Manufacturing,-174790.61999999988,-3797370.6000000006
9445,Tech Corp,Operations in healthcare,3738480.0,1468400.518,2901230.316,4233727.31,1833145.11,327809.35,3977145.95,Manufacturing,2270079.482,-1332496.9939999995
9446,Quantum Enterprises,Operations in finance,3083729.23,2872358.12,1822062.16,2260624.58,1355078.65,379116.18,2186081.42,Healthcare,211371.10999999987,-438562.42000000016
9447,Innovative Systems,Operations in finance,4033972.9,225802.09,6155343.8,315674.27,1364272.504,1005358.45,3817319.68,Technology,3808170.81,5839669.529999999
9448,Innovative Enterprises,Operations in retail,331186.46,945416.24,5825532.898,2340930.21,1394123.17,723522.97,3405883.6,Healthcare,-614229.78,3484602.688
9449,Future Motors,Operations in finance,4909642.55,2302094.39,4395521.5,2444616.558,483080.87,1700517.28,2359806.15,Manufacturing,2607548.1599999997,1950904.9419999998
9450,Innovative Systems,Operations in finance,2015497.51,2710903.93,6935015.33,2558761.0,1359917.58,709702.28,1885202.77,Manufacturing,-695406.4200000002,4376254.33
9451,Quantum Group,Operations in manufacturing,468021.19,1073031.25,5493450.664,2823296.27,1305025.82,563278.94,798158.5,Technology,-605010.06,2670154.394
9452,Quantum Holdings,Operations in manufacturing,3139507.938,1155629.0219999999,5587544.54,3940056.48,186527.49,1352115.85,4670509.56,Technology,1983878.9160000002,1647488.06
9453,Dynamic Motors,Operations in technology,661963.17,2854686.29,6170379.62,1416592.97,770379.96,2896640.6,4675617.28,Finance,-2192723.12,4753786.65
9454,Pinnacle Corp,Operations in finance,1015373.13,1015877.03,9925700.29,2308117.41,1260155.508,1538533.99,4382953.76,Finance,-503.9000000000233,7617582.879999999
9455,Alpha Solutions,Operations in technology,2307706.706,2045863.13,2989603.44,2174609.37,69839.2,2650888.96,1257124.85,Healthcare,261843.57599999988,814994.0699999998
9456,Alpha Systems,Operations in finance,4474511.89,1861433.5579999997,3450546.19,3371350.79,1642994.87,1919636.16,2585408.23,Manufacturing,2613078.332,79195.3999999999
9457,Future Systems,Operations in retail,3606257.25,604224.91,9444186.38,4801049.61,730722.87,2178636.28,1368092.92,Technology,3002032.34,4643136.7700000005
9458,Dynamic Motors,Operations in technology,1811617.44,1481773.51,8276916.09,4094503.85,1834887.74,1241156.3399999999,294567.48,Manufacturing,329843.92999999993,4182412.2399999998
9459,Green Technologies,Operations in finance,2520664.72,2462883.92,7972604.61,2272445.26,1867890.17,2901857.03,3796501.63,Finance,57780.80000000028,5700159.350000001
9460,Dynamic Motors,Operations in technology,3700832.92,177317.79,4637152.42,824257.59,300346.45,628746.35,4177209.73,Manufacturing,3523515.13,3812894.83
9461,Dynamic Motors,Operations in technology,4384778.2,2192179.66,3659292.17,3258956.272,1021201.34,1583078.5699999998,3202835.13,Manufacturing,2192598.54,400335.89800000004
9462,Future Motors,Operations in healthcare,2569247.1,1195825.24,6116856.384000001,3401150.8,487291.83,1276000.13,1427596.3,Healthcare,1373421.86,2715705.5840000007
9463,Future Enterprises,Operations in technology,4890924.75,244369.03,9418712.43,861949.41,1823566.11,1968507.08,4340873.38,Finance,4646555.72,8556763.02
9464,Tech Motors,Operations in healthcare,4054144.24,963893.96,1102343.18,2228016.5880000005,1703223.49,1090525.9,3847353.95,Retail,3090250.2800000003,-1125673.4080000005
9465,Dynamic Logistics,Operations in healthcare,799041.19,815084.11,2365404.29,365530.17,942336.97,1789348.96,1873607.9,Finance,-16042.920000000042,1999874.12
9466,Global International,Operations in technology,967189.74,1910991.34,2182440.85,2829718.14,128584.61,528498.2,1167819.14,Finance,-943801.6000000001,-647277.29
9467,Future Corp,Operations in retail,3416942.49,498961.3,6607435.83,1338645.87,1299903.79,993624.33,4736536.91,Finance,2917981.1900000004,5268789.96
9468,Alpha Solutions,Operations in finance,1833797.23,899543.16,4707500.57,3484218.52,1193178.94,1366574.04,597917.64,Finance,934254.07,1223282.0500000003
9469,Future Corp,Operations in retail,1366595.83,2500930.5,890226.23,407988.97,1202022.58,1975046.64,3977606.96,Finance,-1134334.67,482237.26
9470,Zenith Enterprises,Operations in healthcare,227027.47,1177180.16,8984987.95,3247164.63,1535876.87,860204.92,4265548.5,Healthcare,-950152.69,5737823.319999999
9471,Dynamic Solutions,Operations in retail,4409481.6,582280.71,7610362.38,264512.95,1394545.18,2003486.31,3418636.27,Manufacturing,3827200.8899999997,7345849.43
9472,Quantum Solutions,Operations in technology,1193381.81,1495435.21,1901369.48,2752608.6380000003,1328846.88,1911197.72,2908801.9659999995,Healthcare,-302053.3999999999,-851239.1580000003
